LebwohlLasher_numba.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.404, Time: 1.487729 s
         2898209 function calls (2814732 primitive calls) in 3.517 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 rcsetup.py:212(_validate_pathlike)
        1    0.000    0.000    0.000    0.000 common.py:422(<listcomp>)
        3    0.000    0.000    0.000    0.000 passmanagers.py:27(__sub__)
        1    0.000    0.000    0.000    0.000 ticker.py:1305(EngFormatter)
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        1    0.000    0.000    0.000    0.000 widgets.py:344(Slider)
       15    0.000    0.000    0.000    0.000 castgraph.py:36(__init__)
        6    0.000    0.000    0.000    0.000 _version.py:1(<module>)
       36    0.000    0.000    0.000    0.000 compiler_machinery.py:229(parse)
        5    0.000    0.000    0.001    0.000 callconv.py:915(fp_zero_division)
        1    0.000    0.000    0.000    0.000 setobj.py:117(_SetPayload)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        3    0.000    0.000    0.000    0.000 controlflow.py:304(topo_sort)
        1    0.000    0.000    0.000    0.000 _extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:665(Colormap)
        1    0.000    0.000    0.001    0.001 ElementPath.py:1(<module>)
        3    0.000    0.000    0.000    0.000 lowering.py:227(extract_function_arguments)
       12    0.000    0.000    0.000    0.000 event.py:312(install_listener)
        3    0.000    0.000    0.000    0.000 inspect.py:290(_has_code_flag)
        2    0.000    0.000    0.000    0.000 cgutils.py:955(pointer_add)
       16    0.000    0.000    0.000    0.000 typeinfer.py:1005(_mangle_arg_name)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        9    0.000    0.000    0.000    0.000 utils.py:440(__iter__)
        3    0.000    0.000    0.000    0.000 ir.py:1473(_reset_analysis_variables)
        5    0.000    0.000    0.000    0.000 ssa.py:119(_compute_phi_locations)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:4344(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1090(TimerBase)
        3    0.000    0.000    0.000    0.000 controlflow.py:633(_find_topo_order)
        1    0.000    0.000    0.000    0.000 _special_matrices.py:1(<module>)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        4    0.000    0.000    0.000    0.000 codegen.py:569(create_ir_module)
        4    0.000    0.000    0.000    0.000 templates.py:1024(_resolve)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1276(Transform)
        1    0.000    0.000    0.000    0.000 widgets.py:3809(PolygonSelector)
        1    0.000    0.000    0.001    0.001 builder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 image.py:1034(NonUniformImage)
        1    0.000    0.000    0.000    0.000 npytypes.py:71(Record)
        4    0.000    0.000    0.000    0.000 compiler_lock.py:25(is_locked)
       30    0.000    0.000    0.000    0.000 typing_extensions.py:712(__hash__)
        3    0.000    0.000    0.000    0.000 context.py:76(finditer)
        1    0.000    0.000    0.000    0.000 cpu.py:35(CPUContext)
        1    0.000    0.000    0.000    0.000 dufunc.py:71(DUFunc)
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
        4    0.000    0.000    0.000    0.000 dataclasses.py:591(<listcomp>)
        5    0.000    0.000    0.000    0.000 __init__.py:1710(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 codegen.py:518(CodeLibrary)
        4    0.000    0.000    0.000    0.000 inspect.py:3033(<dictcomp>)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        4    0.000    0.000    0.000    0.000 cgutils.py:472(increment_index)
        2    0.000    0.000    0.012    0.006 lowering.py:301(create_cfunc_wrapper)
        1    0.000    0.000    0.000    0.000 _dok.py:24(_dok_base)
        1    0.000    0.000    0.000    0.000 helpers.py:14(delimited_list)
        1    0.000    0.000    0.001    0.001 constructor.py:171(SafeConstructor)
        1    0.000    0.000    0.000    0.000 bufproto.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _threadsafety.py:1(<module>)
       12    0.000    0.000    0.000    0.000 enumdecl.py:48(generic)
        5    0.000    0.000    0.000    0.000 byteflow.py:461(op_LOAD_ATTR)
        3    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:59(comma_separated)
        1    0.000    0.000    0.000    0.000 patches.py:4054(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
        3    0.000    0.000    0.000    0.000 imputils.py:237(wrapper)
        1    0.000    0.000    0.000    0.000 _index.py:1(<module>)
        1    0.000    0.000    0.020    0.020 _laplacian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 core.py:3459(__init__)
        3    0.000    0.000    0.000    0.000 iterators.py:7(__init__)
        4    0.000    0.000    0.000    0.000 models.py:534(<listcomp>)
       51    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
       12    0.000    0.000    0.000    0.000 interpreter.py:2339(<listcomp>)
        3    0.000    0.000    0.000    0.000 rangeobj.py:237(make_range_attr)
        6    0.000    0.000    0.000    0.000 core.py:4879(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
        1    0.000    0.000    0.000    0.000 cparser.py:295(Parser)
        1    0.000    0.000    0.000    0.000 listobj.py:42(_ListPayloadMixin)
        4    0.000    0.000    0.000    0.000 codegen.py:1040(resolve)
        3    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        9    0.000    0.000    0.000    0.000 templates.py:1224(__init__)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:699(__eq__)
        8    0.000    0.000    0.000    0.000 base.py:469(get_data_type)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       23    0.000    0.000    0.000    0.000 targetconfig.py:18(__init__)
        6    0.000    0.000    0.001    0.000 base.py:284(mangler)
        1    0.000    0.000    0.046    0.046 _sketches.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:312(_logged_cached)
        1    0.000    0.000    0.000    0.000 caching.py:98(_CacheLocator)
        2    0.000    0.000    0.000    0.000 __init__.py:24(extract_version)
        2    0.000    0.000    0.000    0.000 matfuncs.py:1(<module>)
        9    0.000    0.000    0.000    0.000 ir.py:872(__init__)
        3    0.000    0.000    0.000    0.000 dispatcher.py:724(typeof_pyval)
       23    0.000    0.000    0.000    0.000 templates.py:1182(bound_function)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        3    0.000    0.000    0.000    0.000 ssa.py:107(<dictcomp>)
        4    0.000    0.000    0.003    0.001 numbers.py:189(int_rem_impl)
        1    0.000    0.000    0.000    0.000 ir.py:69(_find_definition)
        5    0.000    0.000    0.000    0.000 codegen.py:893(_object_getbuffer_hook)
        8    0.000    0.000    0.000    0.000 lowering.py:1351(<listcomp>)
       17    0.000    0.000    0.000    0.000 results.py:247(__iter__)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:76(__init__)
        4    0.000    0.000    0.000    0.000 pythonapi.py:1419(c_api_error)
        1    0.000    0.000    0.000    0.000 compiler.py:555(DefaultPassBuilder)
        1    0.000    0.000    0.000    0.000 tempfile.py:805(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 collections.py:1176(PolyCollection)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashing.py:435(_build_hashsecret)
        7    0.000    0.000    0.000    0.000 _matrix.py:142(_array_doc_to_matrix)
        7    0.000    0.000    0.000    0.000 ir.py:1335(insert_after)
        3    0.000    0.000    0.000    0.000 lowering.py:175(emit_environment_object)
       14    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        3    0.000    0.000    0.000    0.000 errors.py:491(flush)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
        1    0.000    0.000    0.000    0.000 __init__.py:588(matplotlib_fname)
        1    0.000    0.000    0.001    0.001 _ccallback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 executionengine.py:12(create_mcjit_compiler)
        1    0.000    0.000    0.000    0.000 base.py:1076(add_dynamic_addr)
        1    0.000    0.000    0.000    0.000 wrappers.py:293(_GufuncWrapper)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
       17    0.000    0.000    0.000    0.000 codegen.py:1143(target_data)
       25    0.000    0.000    0.000    0.000 templates.py:58(pysig)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        2    0.000    0.000    0.000    0.000 pathlib.py:1170(mkdir)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:24(ImagePalette)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:10(PassManagerBuilder)
        1    0.000    0.000    0.000    0.000 patches.py:3807(FancyBboxPatch)
       33    0.000    0.000    0.000    0.000 version.py:453(_parse_letter_version)
        4    0.000    0.000    0.000    0.000 dataclasses.py:623(_cmp_fn)
        1    0.000    0.000    0.000    0.000 parse.py:155(_NetlocResultMixinBase)
        4    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
        1    0.000    0.000    0.000    0.000 core.py:1032(enable_packrat)
        1    0.000    0.000    0.000    0.000 inspection.py:1(<module>)
        3    0.000    0.000    0.000    0.000 base64.py:51(b64encode)
        1    0.000    0.000    0.000    0.000 byteflow.py:1455(_State)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 static_raise.py:76(apply)
        4    0.000    0.000    0.000    0.000 consts.py:18(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1339(LocationEvent)
        6    0.000    0.000    0.000    0.000 utils.py:288(enter)
        3    0.000    0.000    0.000    0.000 bytecode.py:274(dump)
       24    0.000    0.000    0.000    0.000 typed_passes.py:40(fallback_context)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        4    0.000    0.000    0.000    0.000 dataclasses.py:572(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:438(__init__)
        3    0.000    0.000    0.000    0.000 consts.py:47(_fail)
        6    0.000    0.000    0.000    0.000 itanium_mangler.py:167(<listcomp>)
        1    0.000    0.000    0.000    0.000 cffiimpl.py:1(<module>)
        1    0.000    0.000    0.006    0.006 reader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 castgraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:872(__init__)
        1    0.000    0.000    0.000    0.000 listobj.py:148(ListInstance)
        7    0.000    0.000    0.000    0.000 core.py:3399(__init__)
        7    0.000    0.000    0.007    0.001 __init__.py:810(lookup)
        2    0.000    0.000    0.000    0.000 boxing.py:65(box_float)
       20    0.000    0.000    0.000    0.000 byteflow.py:62(__init__)
        5    0.000    0.000    0.000    0.000 weakref.py:511(update)
        1    0.000    0.000    0.000    0.000 _tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:480(LiteralList)
        1    0.000    0.000    0.001    0.001 c_lexer.py:1(<module>)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:41(decorate)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        8    0.000    0.000    0.000    0.000 cgutils.py:464(if_likely)
       20    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        8    0.000    0.000    0.000    0.000 pythonapi.py:1332(get_null_object)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.unregister}
       22    0.000    0.000    0.000    0.000 core.py:3627(recurse)
        1    0.000    0.000    0.000    0.000 constructor.py:19(BaseConstructor)
        1    0.000    0.000    0.000    0.000 builtins.py:41(Abs)
        1    0.000    0.000    0.000    0.000 typeddict.py:82(Dict)
        1    0.000    0.000    0.000    0.000 linalg.py:47(QRResult)
        3    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _coo.py:22(_coo_base)
       36    0.000    0.000    0.000    0.000 byteflow.py:1878(blocks)
       16    0.000    0.000    0.000    0.000 codegen.py:560(_raise_if_finalized)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 targets.py:174(Target)
        3    0.000    0.000    0.000    0.000 ir.py:1381(__init__)
        2    0.000    0.000    0.000    0.000 numbers.py:314(int_slt_impl)
       12    0.000    0.000    0.000    0.000 untyped_passes.py:201(get_analysis_usage)
       25    0.000    0.000    0.000    0.000 dataclasses.py:395(<genexpr>)
        5    0.000    0.000    0.000    0.000 core.py:5721(token_map)
        8    0.000    0.000    0.000    0.000 npyimpl.py:314(_unpack_output_types)
        1    0.000    0.000    0.000    0.000 patches.py:1693(Annulus)
        1    0.000    0.000    0.000    0.000 ticker.py:375(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 font_manager.py:532(FontProperties)
        1    0.000    0.000    0.000    0.000 axis.py:33(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:187(__getattr__)
        1    0.000    0.000    0.000    0.000 _pep440.py:285(Version)
        1    0.000    0.000    0.000    0.000 packer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codegen.py:641(CPUCodeLibrary)
        1    0.000    0.000    0.000    0.000 parser.py:41(parse)
        3    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 models.py:179(BooleanModel)
        2    0.000    0.000    0.000    0.000 error.py:1(<module>)
        9    0.000    0.000    0.000    0.000 callconv.py:380(build_excinfo_struct)
        4    0.000    0.000    0.001    0.000 tokenize.py:321(read_or_stop)
        1    0.000    0.000    0.000    0.000 collections.py:1302(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 _testutils.py:101(_TestPythranFunc)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 win32.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interface.py:53(LinearOperator)
        2    0.000    0.000    0.000    0.000 executionengine.py:65(get_global_value_address)
        2    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        3    0.000    0.000    0.000    0.000 numerictypes.py:229(obj2sctype)
        4    0.000    0.000    0.001    0.000 core.py:2961(re)
       13    0.000    0.000    0.000    0.000 models.py:53(get_return_type)
        1    0.000    0.000    0.000    0.000 builtins.py:295(<listcomp>)
        4    0.000    0.000    0.003    0.001 dataclasses.py:1174(wrap)
        1    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        8    0.000    0.000    0.000    0.000 util.py:116(clear)
        1    0.000    0.000    0.000    0.000 core.py:3596(ParseExpression)
        8    0.000    0.000    0.000    0.000 typeinfer.py:1025(seed_type)
        1    0.000    0.000    0.000    0.000 core.py:3357(__init__)
        3    0.000    0.000    0.000    0.000 packer.py:104(from_arguments)
        6    0.000    0.000    0.000    0.000 lowering.py:865(normal_handler)
        1    0.000    0.000    0.000    0.000 __init__.py:59(Sectioned)
        3    0.000    0.000    0.000    0.000 abstract.py:474(__init__)
        8    0.000    0.000    0.000    0.000 removerefctpass.py:51(valid_input)
       36    0.000    0.000    0.000    0.000 module.py:229(__iter__)
        8    0.000    0.000    0.000    0.000 callconv.py:819(<listcomp>)
        1    0.000    0.000    0.000    0.000 _decomp_qr.py:1(<module>)
        4    0.000    0.000    0.000    0.000 scalars.py:108(can_convert_to)
        6    0.000    0.000    0.000    0.000 controlflow.py:72(__ne__)
        4    0.000    0.000    0.000    0.000 itanium_mangler.py:154(mangle_templated_ident)
        1    0.000    0.000    0.000    0.000 _trirefine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:972(distributions)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        1    0.000    0.000    0.000    0.000 lowering.py:354(Lower)
        1    0.000    0.000    0.000    0.000 _bsr.py:23(_bsr_base)
       23    0.000    0.000    0.000    0.000 deprecation.py:171(__set_name__)
       26    0.000    0.000    0.000    0.000 controlflow.py:169(immediate_dominators)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        6    0.000    0.000    0.000    0.000 itanium_mangler.py:163(mangle_args)
       15    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.000    0.000 readers.py:12(__init__)
       11    0.000    0.000    0.000    0.000 extending.py:298(StructAttribute)
        4    0.000    0.000    0.000    0.000 builtins.py:821(typer)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        3    0.000    0.000    0.000    0.000 packer.py:109(<listcomp>)
        1    0.000    0.000    0.000    0.000 asnumbatype.py:19(__init__)
        6    0.000    0.000    0.000    0.000 controlflow.py:262(backbone)
        5    0.000    0.000    0.000    0.000 byteflow.py:451(op_LOAD_DEREF)
       16    0.000    0.000    0.000    0.000 base.py:860(<genexpr>)
        1    0.000    0.000    0.000    0.000 pylowering.py:67(PyLower)
        5    0.000    0.000    0.000    0.000 ir.py:1053(__init__)
        2    0.000    0.000    0.000    0.000 pythonapi.py:228(incref)
        6    0.000    0.000    0.001    0.000 funcdesc.py:12(default_mangler)
        8    0.000    0.000    0.000    0.000 core.py:4773(stopOn)
        7    0.000    0.000    0.000    0.000 imputils.py:60(lower_getattr_generic)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        8    0.000    0.000    0.000    0.000 interpreter.py:2544(<listcomp>)
       42    0.000    0.000    0.000    0.000 builtins.py:150(<genexpr>)
        1    0.000    0.000    0.000    0.000 _onenormest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        2    0.000    0.000    0.001    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 __init__.py:124(EntryPoint)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 asnumbatype.py:1(<module>)
        6    0.000    0.000    0.000    0.000 base.py:1137(push_code_library)
        2    0.000    0.000    0.000    0.000 builder.py:1001(atomic_rmw)
        2    0.000    0.000    0.000    0.000 dispatcher.py:329(<listcomp>)
       39    0.000    0.000    0.000    0.000 core.py:1873(recurse)
        1    0.000    0.000    0.000    0.000 quiver.py:866(Barbs)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:11(SecondaryAxis)
        6    0.000    0.000    0.000    0.000 types.py:177(<listcomp>)
        4    0.000    0.000    0.000    0.000 llvm_pass_timings.py:288(__init__)
        3    0.000    0.000    0.000    0.000 core.py:4739(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1259(Arrow)
        1    0.000    0.000    0.000    0.000 figure.py:2149(SubFigure)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
       25    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
       19    0.000    0.000    0.000    0.000 types.py:482(packed)
        4    0.000    0.000    0.000    0.000 funcdesc.py:117(llvm_cpython_wrapper_name)
        8    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
        4    0.000    0.000    0.005    0.001 codegen.py:1420(_add_module)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 debuginfo.py:86(DIBuilder)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1141(string_from_string)
        1    0.000    0.000    0.000    0.000 _data.py:19(_data_matrix)
        1    0.000    0.000    0.000    0.000 patches.py:2698(_Base)
        3    0.000    0.000    0.001    0.000 funcdesc.py:187(from_specialized_function)
       38    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        7    0.000    0.000    0.000    0.000 __init__.py:777(__new__)
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:2177(_SelectorWidget)
       11    0.000    0.000    0.000    0.000 callconv.py:856(get_arguments)
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
        1    0.000    0.000    0.000    0.000 core.py:5117(Forward)
        1    0.000    0.000    0.000    0.000 font_manager.py:982(FontManager)
        4    0.000    0.000    0.002    0.000 numbers.py:119(int_divmod)
        4    0.000    0.000    0.000    0.000 types.py:216(__new)
       30    0.000    0.000    0.000    0.000 registry.py:10(__init__)
        2    0.000    0.000    0.000    0.000 os.py:689(__delitem__)
        1    0.000    0.000    0.000    0.000 model.py:560(unknown_type)
        1    0.000    0.000    0.000    0.000 core.py:3321(White)
        2    0.000    0.000    0.025    0.012 lowering.py:288(create_cpython_wrapper)
        1    0.000    0.000    0.000    0.000 fastmathpass.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:830(real_power_impl)
        1    0.000    0.000    0.000    0.000 patches.py:1073(Polygon)
        4    0.000    0.000    0.000    0.000 __init__.py:609(gen_candidates)
        9    0.000    0.000    0.000    0.000 pathlib.py:853(__truediv__)
        6    0.000    0.000    0.000    0.000 __init__.py:104(<lambda>)
        2    0.000    0.000    0.000    0.000 byteflow.py:824(op_RAISE_VARARGS)
        3    0.000    0.000    0.000    0.000 typed_passes.py:125(legalize_return_type)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        9    0.000    0.000    0.002    0.000 castgraph.py:125(promote)
        8    0.000    0.000    0.000    0.000 byteflow.py:1143(<listcomp>)
        6    0.000    0.000    0.001    0.000 base.py:984(make_helper)
        1    0.000    0.000    0.000    0.000 message.py:213(get_payload)
       33    0.000    0.000    0.000    0.000 controlflow.py:700(<genexpr>)
       15    0.000    0.000    0.000    0.000 typing_extensions.py:640(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:1565(EventCollection)
        1    0.000    0.000    0.000    0.000 _tritools.py:11(TriAnalyzer)
        1    0.000    0.000    0.001    0.001 __init__.py:32(message_from_string)
       24    0.000    0.000    0.000    0.000 patches.py:2265(<genexpr>)
        1    0.000    0.000    0.000    0.000 builtins.py:375(UnaryOp)
       13    0.000    0.000    0.000    0.000 scalars.py:148(__lt__)
       29    0.000    0.000    0.000    0.000 mathimpl.py:108(_unary_int_input_wrapper_impl)
        4    0.000    0.000    0.000    0.000 types.py:79(resolve_bases)
        3    0.000    0.000    0.000    0.000 inspect.py:850(getmodule)
        7    0.000    0.000    0.000    0.000 ir.py:854(__init__)
        2    0.000    0.000    0.000    0.000 builtins.py:993(generic)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:32(CompilerPass)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
       24    0.000    0.000    0.000    0.000 dviread.py:188(_dispatch)
        5    0.000    0.000    0.000    0.000 base.py:658(get_return_value)
       18    0.000    0.000    0.000    0.000 _internal.py:892(<genexpr>)
        1    0.000    0.000    0.000    0.000 Image.py:3389(register_open)
        5    0.000    0.000    0.000    0.000 imputils.py:173(fix_returning_optional)
        4    0.000    0.000    0.000    0.000 dataclasses.py:1014(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:191(<listcomp>)
        1    0.000    0.000    0.001    0.001 _adapters.py:59(_reader)
        2    0.000    0.000    0.000    0.000 rcsetup.py:421(validate_whiskers)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        5    0.000    0.000    0.000    0.000 os.py:817(fsdecode)
       25    0.000    0.000    0.000    0.000 dataclasses.py:1098(<genexpr>)
       11    0.000    0.000    0.000    0.000 results.py:198(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:3262(__init__)
        1    0.000    0.000    0.000    0.000 context.py:131(BaseContext)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 widgets.py:615(RangeSlider)
        1    0.000    0.000    0.000    0.000 _base.py:210(_process_plot_var_args)
       11    0.000    0.000    0.000    0.000 models.py:45(get_data_type)
        5    0.000    0.000    0.000    0.000 cloudpickle.py:201(_whichmodule)
        2    0.000    0.000    0.000    0.000 blas.py:377(_memoize_get_funcs)
        8    0.000    0.000    0.000    0.000 base.py:191(enable_boundscheck)
       34    0.000    0.000    0.000    0.000 types.py:155(_to_string)
       21    0.000    0.000    0.000    0.000 imputils.py:108(lower_constant)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        1    0.000    0.000    0.000    0.000 core.py:112(__diag__)
        2    0.000    0.000    0.000    0.000 utils.py:246(__init_subclass__)
       22    0.000    0.000    0.000    0.000 core.py:3361(<genexpr>)
        1    0.000    0.000    0.013    0.013 __init__.py:13(_ensure_critical_deps)
        2    0.000    0.000    0.000    0.000 passmanagers.py:663(__init__)
        2    0.000    0.000    0.000    0.000 builtins.py:329(number_constructor)
       29    0.000    0.000    0.000    0.000 context.py:21(_dispose)
        5    0.000    0.000    0.001    0.000 models.py:611(as_argument)
        1    0.000    0.000    0.000    0.000 abc.py:312(ResourceReader)
        2    0.000    0.000    0.000    0.000 numbers.py:359(int_ne_impl)
        1    0.000    0.000    0.000    0.000 numeric.py:2123(identity)
        3    0.000    0.000    0.000    0.000 lowering.py:96(_compute_def_location)
        3    0.000    0.000    0.000    0.000 typed_passes.py:408(run_pass)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       27    0.000    0.000    0.000    0.000 values.py:526(_get_reference)
        1    0.000    0.000    0.000    0.000 __init__.py:794(zip_children)
       14    0.000    0.000    0.000    0.000 scalars.py:129(__lt__)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:3172(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 dispatcher.py:763(_MemoMixin)
        1    0.000    0.000    0.000    0.000 builtins.py:393(UnaryNot)
       21    0.000    0.000    0.000    0.000 dataclasses.py:659(_is_kw_only)
        1    0.000    0.000    0.001    0.001 ffi.py:193(_importlib_resources_path_repl)
        2    0.000    0.000    0.000    0.000 hashing.py:566(_gen_siphash)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.001    0.001 __init__.py:412(PercentStyle)
        3    0.000    0.000    0.000    0.000 core.py:681(add_parse_action)
        1    0.000    0.000    0.000    0.000 gridspec.py:531(SubplotSpec)
       30    0.000    0.000    0.000    0.000 controlflow.py:283(<listcomp>)
        3    0.000    0.000    0.000    0.000 extending.py:245(overload_classmethod)
        1    0.000    0.000    0.000    0.000 ExifTags.py:359(LightSource)
       24    0.000    0.000    0.000    0.000 base.py:803(get_dummy_type)
        1    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        1    0.000    0.000    0.000    0.000 rcsetup.py:97(<listcomp>)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
